epoch;loss;val_loss
0;0.24731697142124176;0.21049104630947113
1;0.20570982992649078;0.19831044971942902
2;0.19697025418281555;0.19503265619277954
3;0.19241240620613098;0.19111959636211395
4;0.18961207568645477;0.18742652237415314
5;0.1872229427099228;0.188507080078125
6;0.1857098788022995;0.19012627005577087
7;0.18465515971183777;0.18000681698322296
8;0.1834089607000351;0.18290294706821442
9;0.1826089769601822;0.17924588918685913
10;0.18172994256019592;0.18451732397079468
11;0.18107803165912628;0.18105170130729675
12;0.18040472269058228;0.17933233082294464
13;0.17967654764652252;0.17721353471279144
14;0.1793898642063141;0.18178312480449677
