epoch;loss;val_loss
0;0.22108204662799835;0.19549746811389923
1;0.1931694597005844;0.18656404316425323
2;0.18765169382095337;0.18298770487308502
3;0.18442611396312714;0.18228435516357422
4;0.182242289185524;0.18328678607940674
5;0.1807996928691864;0.17905239760875702
6;0.17947521805763245;0.18416492640972137
7;0.17843440175056458;0.1771233081817627
8;0.1775297224521637;0.17687362432479858
9;0.17677298188209534;0.17382317781448364
10;0.17607852816581726;0.1730078160762787
11;0.17536334693431854;0.1761932075023651
12;0.17488746345043182;0.17924383282661438
13;0.1743553727865219;0.1845947802066803
14;0.17384842038154602;0.17177274823188782
