epoch;loss;psnr_metric;ssim_metric;val_loss;val_psnr_metric;val_ssim_metric
0;0.48119813203811646;20.07748794555664;0.7843928933143616;0.3239036798477173;23.080669403076172;0.8209351301193237
1;0.3297576904296875;24.227453231811523;0.8231727480888367;0.31180018186569214;26.2051944732666;0.8323690295219421
2;0.3213143050670624;25.33031463623047;0.8285011053085327;0.30938565731048584;26.125478744506836;0.8341379165649414
3;0.311726838350296;25.618547439575195;0.8339301347732544;0.30990782380104065;26.3334903717041;0.8345713019371033
4;0.3074494004249573;25.683319091796875;0.8366872668266296;0.3059409558773041;26.52644920349121;0.8384899497032166
