epoch;loss;val_loss
0;0.18844342231750488;0.17008526623249054
1;0.1678343415260315;0.166299968957901
2;0.16511580348014832;0.16386139392852783
3;0.16366758942604065;0.16320863366127014
4;0.16273793578147888;0.16199666261672974
5;0.1619727611541748;0.1613917350769043
6;0.16139720380306244;0.16162540018558502
7;0.1608925312757492;0.15972192585468292
8;0.16044603288173676;0.15994806587696075
9;0.1600896269083023;0.16257481276988983
10;0.15973329544067383;0.15982003509998322
11;0.15944728255271912;0.15906479954719543
12;0.1592177301645279;0.15940900146961212
13;0.15900005400180817;0.15871848165988922
14;0.15873883664608002;0.1583542674779892
15;0.15859246253967285;0.16104498505592346
16;0.15847161412239075;0.15814384818077087
17;0.15821221470832825;0.15858465433120728
18;0.15815193951129913;0.157797172665596
19;0.15798141062259674;0.15760818123817444
20;0.15785042941570282;0.15730927884578705
21;0.15775270760059357;0.15873368084430695
22;0.1575971394777298;0.15708959102630615
23;0.15748342871665955;0.1577034294605255
24;0.15738175809383392;0.15721748769283295
25;0.15733513236045837;0.15688928961753845
26;0.1572495847940445;0.15761415660381317
27;0.15714682638645172;0.15662963688373566
28;0.1570347547531128;0.15717624127864838
29;0.1569703221321106;0.1574273407459259
30;0.15690788626670837;0.1568581908941269
31;0.15682874619960785;0.15657365322113037
32;0.1567670702934265;0.15665964782238007
33;0.15673720836639404;0.15614499151706696
34;0.15664102137088776;0.15704937279224396
35;0.15662166476249695;0.1570182889699936
36;0.15654170513153076;0.15620148181915283
37;0.15653163194656372;0.1568787544965744
38;0.1564817577600479;0.1564202755689621
39;0.15643705427646637;0.15635298192501068
40;0.15639770030975342;0.1562216728925705
41;0.1563502699136734;0.1575283259153366
42;0.15635553002357483;0.15669287741184235
43;0.15626251697540283;0.15569385886192322
44;0.15626069903373718;0.15618069469928741
45;0.15626515448093414;0.15606623888015747
46;0.1561758816242218;0.15602107346057892
47;0.15616805851459503;0.15611816942691803
48;0.15609623491764069;0.15590450167655945
