epoch;loss;val_loss
0;0.9926223158836365;0.9971552491188049
1;0.9970157742500305;0.9971552491188049
2;0.9970152378082275;0.9971552491188049
3;0.997017502784729;0.9971552491188049
4;0.9970158338546753;0.9971552491188049
5;0.9970170259475708;0.9971552491188049
6;0.9970158338546753;0.9971552491188049
7;0.9970172643661499;0.9971552491188049
8;0.9970160722732544;0.9971552491188049
9;0.9970172047615051;0.9971552491188049
10;0.9970167279243469;0.9971552491188049
11;0.9970155954360962;0.9971552491188049
12;0.9970179200172424;0.9971552491188049
13;0.9970160126686096;0.9971552491188049
14;0.9970168471336365;0.9971552491188049
