epoch;loss;val_loss
0;0.2269260734319687;0.20440933108329773
1;0.19720497727394104;0.19140605628490448
2;0.1903890073299408;0.18953610956668854
3;0.18662358820438385;0.18342973291873932
4;0.18350940942764282;0.18546506762504578
5;0.18145152926445007;0.17952704429626465
6;0.17999795079231262;0.17832040786743164
7;0.17864832282066345;0.17769478261470795
8;0.17777368426322937;0.17796282470226288
9;0.17695878446102142;0.17380519211292267
10;0.17619755864143372;0.1734863966703415
11;0.17557720839977264;0.1724107563495636
12;0.17509523034095764;0.1741293966770172
13;0.174603670835495;0.17252685129642487
14;0.17403586208820343;0.17129254341125488
