epoch;loss;val_loss
0;0.24197931587696075;0.20693667232990265
1;0.20573776960372925;0.19260092079639435
2;0.19820743799209595;0.18743979930877686
3;0.19379591941833496;0.18873172998428345
4;0.19097799062728882;0.19812816381454468
5;0.188691645860672;0.20191000401973724
6;0.1875220239162445;0.18632739782333374
7;0.18619291484355927;0.178697407245636
8;0.18516339361667633;0.18460801243782043
9;0.18410351872444153;0.18850010633468628
10;0.18379928171634674;0.18154829740524292
11;0.18273910880088806;0.176573246717453
12;0.18208175897598267;0.18750981986522675
13;0.18197640776634216;0.17919565737247467
14;0.18138258159160614;0.17731797695159912
