epoch;loss;val_loss
0;0.2751765251159668;0.23309746384620667
1;0.22673065960407257;0.21617746353149414
2;0.2151043713092804;0.20975956320762634
3;0.20894692838191986;0.2051461637020111
4;0.20469513535499573;0.19931314885616302
5;0.2017006278038025;0.19703978300094604
6;0.19920918345451355;0.19928467273712158
7;0.19695927202701569;0.19583171606063843
8;0.1952856481075287;0.1981251835823059
9;0.19382447004318237;0.19585387408733368
10;0.1925760805606842;0.19170153141021729
11;0.1913277506828308;0.19182980060577393
12;0.19000959396362305;0.1876360923051834
13;0.1889764964580536;0.18935783207416534
14;0.18796734511852264;0.19161908328533173
